Series ID,Month,Month Name,Year,Month_Year,Value,Year-format
HICP.M.BG.N.041000.4D0.INX,M06,Jun,2024,Jun 2024,91.34,2024-06-01
HICP.M.BG.N.041000.4D0.INX,M07,Jul,2024,Jul 2024,91.98,2024-07-01
HICP.M.BG.N.041000.4D0.INX,M08,Aug,2024,Aug 2024,92.09,2024-08-01
HICP.M.BG.N.041000.4D0.INX,M09,Sep,2024,Sep 2024,92.36,2024-09-01
HICP.M.BG.N.041000.4D0.INX,M10,Oct,2024,Oct 2024,92.47,2024-10-01
HICP.M.BG.N.041000.4D0.INX,M11,Nov,2024,Nov 2024,92.57,2024-11-01
HICP.M.BG.N.041000.4D0.INX,M12,Dec,2024,Dec 2024,92.57,2024-12-01
HICP.M.BG.N.041000.4D0.INX,M01,Jan,2025,Jan 2025,95.82,2025-01-01
HICP.M.BG.N.041000.4D0.INX,M02,Feb,2025,Feb 2025,96.17,2025-02-01
HICP.M.BG.N.041000.4D0.INX,M03,Mar,2025,Mar 2025,97.0,2025-03-01
HICP.M.BG.N.041000.4D0.INX,M04,Apr,2025,Apr 2025,98.09,2025-04-01
HICP.M.BG.N.041000.4D0.INX,M05,May,2025,May 2025,98.1,2025-05-01
HICP.M.BG.N.041000.4D0.INX,M06,Jun,2025,Jun 2025,98.84,2025-06-01
HICP.M.BG.N.041000.4D0.INX,M07,Jul,2025,Jul 2025,100.57,2025-07-01
HICP.M.BG.N.041000.4D0.INX,M08,Aug,2025,Aug 2025,102.35,2025-08-01
HICP.M.BG.N.041000.4D0.INX,M09,Sep,2025,Sep 2025,102.54,2025-09-01
HICP.M.BG.N.041000.4D0.INX,M10,Oct,2025,Oct 2025,103.38,2025-10-01
HICP.M.BG.N.041000.4D0.INX,M11,Nov,2025,Nov 2025,103.53,2025-11-01
HICP.M.BG.N.041000.4D0.INX,M12,Dec,2025,Dec 2025,103.62,2025-12-01
